date,video_count,dict_sentiment_avg,sentimentr_score_avg,finbert_score_avg,ollama_score_avg,aggregate_sentiment_avg,dict_sentiment_std,sentimentr_score_std,finbert_score_std,ollama_score_std,aggregate_sentiment_std,total_views,total_likes,dict_weighted,sentimentr_weighted,finbert_weighted,ollama_weighted,aggregate_weighted,dict_sentiment_7day,sentimentr_score_7day,finbert_score_7day,ollama_score_7day,aggregate_sentiment_7day,dict_weighted_7day,sentimentr_weighted_7day,finbert_weighted_7day,ollama_weighted_7day,aggregate_weighted_7day
2022-08-22,1,-0.627056672760512,0.0376603041393882,0.374377805739641,-0.5,-0.17875464072037073,NA,NA,NA,NA,NA,39110,181,-0.627056672760512,0.0376603041393882,0.374377805739641,-0.5,-0.17875464072037073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-23,1,-0.465217391304348,0.0460170433895329,0.647235069423914,-0.6,-0.09299131962272529,NA,NA,NA,NA,NA,91610,318,-0.465217391304348,0.0460170433895329,0.647235069423914,-0.6,-0.09299131962272529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-24,1,-0.555555555555556,0.0444557899381842,0.656526938080788,0.2,0.08635679311585405,NA,NA,NA,NA,NA,33725,112,-0.555555555555556,0.0444557899381842,0.656526938080788,0.2,0.08635679311585405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-25,1,-0.480645161290323,0.0404727856805639,0.608151935040951,0.2,0.09199488985779798,NA,NA,NA,NA,NA,99871,253,-0.4806451612903229,0.0404727856805639,0.608151935040951,0.2,0.09199488985779798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-26,1,-0.550970873786408,0.0443244787580235,0.79699182510376,0.2,0.12258635751884388,NA,NA,NA,NA,NA,788962,1240,-0.550970873786408,0.0443244787580235,0.79699182510376,0.2,0.12258635751884388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-29,1,-0.553846153846154,0.0482171541260254,0.705639336258173,-0.5,-0.07499741586548891,NA,NA,NA,NA,NA,57857,198,-0.553846153846154,0.0482171541260254,0.705639336258173,-0.5,-0.07499741586548891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-30,1,-0.574193548387097,0.0525986127480118,0.710675776004791,0.4,0.14727021009142646,NA,NA,NA,NA,NA,22506,100,-0.574193548387097,0.0525986127480118,0.710675776004791,0.4,0.14727021009142646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-01,1,-0.65112262521589,0.0359154799149667,0.740937892347574,0.2,0.08143268676166267,NA,NA,NA,NA,NA,61801,260,-0.65112262521589,0.0359154799149667,0.740937892347574,0.2,0.08143268676166267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-02,1,-0.526315789473684,0.0553707511575653,0.387231461703777,-0.7,-0.1959283941530854,NA,NA,NA,NA,NA,50305,183,-0.526315789473684,0.0553707511575653,0.387231461703777,-0.7,-0.1959283941530854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-06,1,-0.698039215686274,0.0497849157071418,0.537000134587288,0.2,0.022186458652038957,NA,NA,NA,NA,NA,305033,630,-0.698039215686274,0.0497849157071418,0.537000134587288,0.19999999999999998,0.022186458652038957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-07,1,-0.619047619047619,0.0508799937179533,0.220939561724663,0.2,-0.03680701590125067,NA,NA,NA,NA,NA,48666,181,-0.619047619047619,0.0508799937179533,0.220939561724663,0.2,-0.03680701590125067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-08,1,-0.604790419161677,0.0525183335208187,0.726059183478355,-0.7,-0.13155322554062582,NA,NA,NA,NA,NA,35657,172,-0.604790419161677,0.0525183335208187,0.726059183478355,-0.7,-0.13155322554062582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-09,1,-0.44,0.0782073661736623,0.833716593682766,0.7,0.29298098996410704,NA,NA,NA,NA,NA,179645,438,-0.44,0.0782073661736623,0.833716593682766,0.7,0.29298098996410704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-13,1,-0.5,0.0495661322955142,0.613186955451965,0.4,0.1406882719368698,NA,NA,NA,NA,NA,97658,232,-0.5,0.0495661322955142,0.613186955451965,0.4,0.1406882719368698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-14,1,-0.563884156729131,0.0520114865744229,0.584859453141689,-0.7,-0.15675330425325476,NA,NA,NA,NA,NA,70181,174,-0.563884156729131,0.0520114865744229,0.584859453141689,-0.7,-0.15675330425325476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-15,1,-0.477203647416413,0.0595675934361054,0.409404754638672,-0.7,-0.17705782483540888,NA,NA,NA,NA,NA,40518,157,-0.4772036474164131,0.0595675934361054,0.409404754638672,-0.7,-0.17705782483540888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-16,1,-0.571214392803598,0.0471458513642286,0.692678347229958,0.2,0.09215245144764715,NA,NA,NA,NA,NA,193498,328,-0.571214392803598,0.0471458513642286,0.692678347229958,0.2,0.09215245144764715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-20,2,-0.5975158746772731,0.044923726793888105,0.4797662161290645,-0.1,-0.0432064829385801,0.014604954799471066,0.017198867048152513,0.02407839445550831,0.42426406871192857,0.11273409385402958,58810,312,-0.5983967015705264,0.04596099290237683,0.48121838751021406,-0.07441257390429752,-0.03640747376555826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-21,1,-0.539033457249071,0.0526220431282824,0.620284929871559,0.2,0.0834683789376926,NA,NA,NA,NA,NA,16884,98,-0.539033457249071,0.0526220431282824,0.620284929871559,0.2,0.0834683789376926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-22,1,-0.543434343434343,0.0495272974520354,0.836005825549364,0.4,0.1855246948917641,NA,NA,NA,NA,NA,55851,172,-0.543434343434343,0.0495272974520354,0.836005825549364,0.4,0.1855246948917641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-23,1,-0.696,0.0266805060935593,0.592913150787354,0.2,0.030898414220228335,NA,NA,NA,NA,NA,324412,550,-0.696,0.026680506093559295,0.592913150787354,0.20000000000000004,0.03089841422022833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-26,1,-0.52,0.00979184615633934,0.0523779131472111,-0.7,-0.2894575601741124,NA,NA,NA,NA,NA,36385,242,-0.52,0.00979184615633934,0.0523779131472111,-0.7,-0.2894575601741124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-28,1,-0.547703180212014,0.0363463385861735,0.391905643045902,-0.4,-0.12986279964498465,NA,NA,NA,NA,NA,34732,156,-0.547703180212014,0.0363463385861735,0.391905643045902,-0.4,-0.12986279964498465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-30,1,-0.602510460251046,0.0267906423269408,0.474165022373199,-0.7,-0.20038869888772654,NA,NA,NA,NA,NA,112611,401,-0.602510460251046,0.026790642326940797,0.47416502237319896,-0.7,-0.20038869888772654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-03,1,-0.506216696269982,0.0489274898989685,0.585760414600372,-0.4,-0.06788219794266039,NA,NA,NA,NA,NA,59351,438,-0.506216696269982,0.0489274898989685,0.585760414600372,-0.4,-0.06788219794266039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-04,1,-0.498054474708171,0.0399849322716061,0.794235579669476,0.2,0.13404150930822778,NA,NA,NA,NA,NA,50916,247,-0.498054474708171,0.0399849322716061,0.794235579669476,0.2,0.13404150930822778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-05,1,-0.562248995983936,0.0597517855311419,0.170838795602322,-0.4,-0.18291460371261803,NA,NA,NA,NA,NA,50424,184,-0.562248995983936,0.0597517855311419,0.170838795602322,-0.4,-0.18291460371261803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-06,1,-0.628472222222222,0.0479062330637595,0.445325009524822,-0.5,-0.15881024490841011,NA,NA,NA,NA,NA,29969,133,-0.628472222222222,0.0479062330637595,0.445325009524822,-0.5,-0.15881024490841011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-07,1,-0.565217391304348,0.0496841622710616,0.774569548666477,0.2,0.11475907990829766,NA,NA,NA,NA,NA,37976,135,-0.565217391304348,0.0496841622710616,0.774569548666477,0.2,0.11475907990829766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-10,1,-0.675675675675676,0.0384229588191812,0.810080785304308,-0.4,-0.056792982888046684,NA,NA,NA,NA,NA,33664,157,-0.675675675675676,0.0384229588191812,0.810080785304308,-0.4,-0.056792982888046684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-11,1,-0.476014760147601,0.0542415640747119,0.460441388189793,-0.7,-0.16533295197077402,NA,NA,NA,NA,NA,27410,128,-0.476014760147601,0.0542415640747119,0.460441388189793,-0.7,-0.16533295197077402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-13,1,-0.550949913644214,0.0445031855144704,0.454703234136105,0.2,0.037064126501590355,NA,NA,NA,NA,NA,50282,149,-0.550949913644214,0.0445031855144704,0.454703234136105,0.2,0.037064126501590355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-14,1,-0.543650793650794,0.0457915695793047,0.800479926168919,-0.4,-0.024344824475642582,NA,NA,NA,NA,NA,31116,122,-0.543650793650794,0.0457915695793047,0.800479926168919,-0.4,-0.024344824475642582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-18,1,-0.518072289156627,0.0614502203423331,0.618460342288017,0.3,0.1154595683684308,NA,NA,NA,NA,NA,63063,178,-0.518072289156627,0.0614502203423331,0.618460342288017,0.3,0.11545956836843078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-20,2,-0.424652699797876,0.0467959659255982,0.829615844413638,-0.15,0.07543977763534004,0.18226108890412643,0.006557531875023001,0.06009100360748648,0.49497474683058323,0.1859710928043048,57582,234,-0.4357983710562968,0.04639495825585873,0.8259411457940663,-0.18026880747045076,0.06406723138079438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-21,1,-0.522088353413655,0.0585152398738058,0.675245612859726,0.2,0.10291812482996919,NA,NA,NA,NA,NA,41400,191,-0.522088353413655,0.05851523987380581,0.675245612859726,0.2,0.10291812482996919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25,1,-0.538205980066445,0.044839439922556,0.42179586738348,0.2,0.03210733180989775,NA,NA,NA,NA,NA,35868,149,-0.538205980066445,0.044839439922556,0.42179586738348,0.2,0.03210733180989775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26,1,-0.560606060606061,0.0372337260306618,0.160670720040798,-0.4,-0.19067540363365032,NA,NA,NA,NA,NA,46938,174,-0.560606060606061,0.0372337260306618,0.160670720040798,-0.4,-0.19067540363365032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-27,1,-0.597585513078471,0.0419549549125455,0.233209069818258,-0.5,-0.20560537208691687,NA,NA,NA,NA,NA,29955,144,-0.597585513078471,0.0419549549125455,0.233209069818258,-0.5,-0.20560537208691687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-28,1,-0.443478260869565,0.0291882163854645,0.52042019367218,-0.7,-0.1484674627029801,NA,NA,NA,NA,NA,48535,169,-0.443478260869565,0.0291882163854645,0.52042019367218,-0.7,-0.1484674627029801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-31,1,-0.608617594254937,0.0381644907385424,0.21258257329464,0.2,-0.03946763255543863,NA,NA,NA,NA,NA,36298,133,-0.608617594254937,0.0381644907385424,0.21258257329464,0.2,-0.03946763255543863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-01,1,-0.572815533980582,0.0617024845691113,0.7691411934793,0.2,0.11450703601695732,NA,NA,NA,NA,NA,61996,201,-0.572815533980582,0.0617024845691113,0.7691411934793,0.2,0.11450703601695732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-04,1,-0.667506297229219,-0.00257189859045266,0.775229178369045,0.4,0.12628774563734335,NA,NA,NA,NA,NA,74203,239,-0.667506297229219,-0.00257189859045266,0.775229178369045,0.4,0.12628774563734335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-08,1,-0.468409586056645,0.0668337813381414,0.705808281898499,0.2,0.12605811929499883,NA,NA,NA,NA,NA,35060,111,-0.468409586056645,0.0668337813381414,0.705808281898499,0.2,0.12605811929499883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-09,1,-0.379939209726444,0.0173471424738948,0.373577531427145,0.2,0.05274636604364895,NA,NA,NA,NA,NA,33182,135,-0.379939209726444,0.0173471424738948,0.373577531427145,0.2,0.05274636604364895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-11,1,-0.388888888888889,0.0613734113782079,0.68094290792942,0.4,0.18835685760468474,NA,NA,NA,NA,NA,93956,314,-0.388888888888889,0.0613734113782079,0.68094290792942,0.4,0.18835685760468474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14,1,-0.632996632996633,0.0466508524021382,0.499906271696091,0.2,0.02839012277539904,NA,NA,NA,NA,NA,33014,117,-0.632996632996633,0.0466508524021382,0.4999062716960909,0.2,0.02839012277539904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-15,1,-0.526011560693642,0.0580461195320936,0.414092428982258,0.4,0.08653174695517742,NA,NA,NA,NA,NA,32853,135,-0.526011560693642,0.058046119532093605,0.414092428982258,0.4,0.08653174695517742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16,1,-0.579418344519016,0.0566420225210588,0.701836243271828,0.2,0.09476498031846771,NA,NA,NA,NA,NA,36501,104,-0.579418344519016,0.0566420225210588,0.701836243271828,0.2,0.09476498031846771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-17,1,-0.548022598870056,0.0272798063637096,0.868691362440586,0.2,0.13698714248355992,NA,NA,NA,NA,NA,33407,101,-0.548022598870056,0.0272798063637096,0.868691362440586,0.2,0.13698714248355992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21,1,-0.513409961685824,0.0736045810858593,0.839250564575195,0.2,0.1498612959938076,NA,NA,NA,NA,NA,23239,95,-0.513409961685824,0.0736045810858593,0.839250564575195,0.2,0.1498612959938076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-22,1,-0.544247787610619,0.0613353522525691,0.745276644825935,-0.4,-0.03440894763302872,NA,NA,NA,NA,NA,40930,119,-0.544247787610619,0.06133535225256911,0.745276644825935,-0.4,-0.03440894763302872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-23,1,-0.582150101419878,0.0659846129547007,0.474558774381876,-0.7,-0.1854016785208253,NA,NA,NA,NA,NA,35686,106,-0.582150101419878,0.0659846129547007,0.474558774381876,-0.7,-0.1854016785208253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-25,1,-0.49236641221374,0.0548525355298462,0.7772656083107,0.2,0.13493793290670156,NA,NA,NA,NA,NA,34143,107,-0.49236641221374,0.0548525355298462,0.7772656083107,0.2,0.13493793290670156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-28,1,-0.639024390243902,0.0281915959510281,0.623168498277664,-0.45,-0.1094160740038025,NA,NA,NA,NA,NA,16555,91,-0.639024390243902,0.0281915959510281,0.623168498277664,-0.45,-0.1094160740038025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
