video_id,title,duration,date,playlist_name,dict_sentiment,sentimentr_score,ollama_score,processing_time,finbert_score
-KyO9LXaTNM,China Urges Nations to Resist ‘Bully’ Trump | Bloomberg: The China Show 4/29/2025,5179.793,China Urges Nations to Resist ‘Bully’ Trump | Bloomberg: The China Show 4/29/2025,Bloomberg The China Show,-0.143835616438356,0.0886156097798897,0.2,12.7809636592865,0.483298793435097
-L-S3tOa0rc,Jobs Day | Bloomberg Surveillance 01/06/2023,8540.636,Jobs Day | Bloomberg Surveillance 01/06/2023,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.50314465408805,0.060271860163783,0.2,7.73679256439209,0.584730204194784
-N67Yguj5s0,"Trump's Gaza Strip Plan, Nissan Drops Honda Merger Talks | The Opening Trade 02/05",4881.009,"Trump's Gaza Strip Plan, Nissan Drops Honda Merger Talks | The Opening Trade 02/05",The Opening Trade,-0.268817204301075,0.0349710821318348,0.2,10.07475519180298,0.470852673053741
-QmvQ0FrPyg,Bloomberg Surveillance 02/10/2025,8590.906,Bloomberg Surveillance 02/10/2025,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.371727748691099,0.0341380899051322,0.4,14.1244158744812,0.220361813902855
-Sq-22cqoHU,Bloomberg Open Interest 07/17/2024,5022.097,Bloomberg Open Interest 07/17/2024,Bloomberg Open Interest,-0.124463519313305,0.10947344655537,-0.7,7.578131437301636,0.0463358331471682
-UpaVo_-QHA,Dollar Set for Best Run in a Year | Bloomberg Markets: The Close 4/16/2024,5172.84,Dollar Set for Best Run in a Year | Bloomberg Markets: The Close 4/16/2024,Bloomberg The Close (Full Shows),-0.443425076452599,0.0830630647882166,-0.4,7.499803066253662,0.0693876296281815
-WQBH_SXjkM,"FTSE 100, European Stocks Fall After Trump Tariffs Mexico, Canada | The Opening Trade 02/03",5681.573,"FTSE 100, European Stocks Fall After Trump Tariffs Mexico, Canada | The Opening Trade 02/03",The Opening Trade,-0.512605042016807,0.0309578996358799,-0.7,12.273380041122437,0.0292586367577314
-XWNnzWE_v4,Stocks Rise in Final Hour of Wall Street Trading | Bloomberg: The Close 04/28/2025,5412.582,Stocks Rise in Final Hour of Wall Street Trading | Bloomberg: The Close 04/28/2025,Bloomberg The Close (Full Shows),-0.285714285714286,0.0649094815722106,-0.4,9.576290607452393,0.184202685952187
-a8wL-NPi1k,Will AI Euphoria Lift Stocks? | Bloomberg Surveillance 06/08/23,8723.859,Will AI Euphoria Lift Stocks? | Bloomberg Surveillance 06/08/23,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.565,0.0322098173521808,-0.7,10.435320854187012,0.75066751241684
-c8_oItv8Yw,Bloomberg Surveillance 11/22/2024,8616.656,Bloomberg Surveillance 11/22/2024,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.386046511627907,0.0356074781438242,0.2,10.331275939941406,0.217354010790586
-dBVvma084w,Why China Stocks and Bonds are Under Pressure | Bloomberg: The China Show 7/9/2024,5161.48,Why China Stocks and Bonds are Under Pressure | Bloomberg: The China Show 7/9/2024,Bloomberg The China Show,-0.427509293680297,0.115935730123314,0.2,11.701669454574583,0.0368190705776215
-eNy7yfhv0A,Bloomberg Markets: The Close 02/22/2024,5736.474,Bloomberg Markets: The Close 02/22/2024,Bloomberg The Close (Full Shows),-0.2,0.0640059822908463,0.8,18.467565774917603,0.412531465291977
-jyak_JDPv4,Fed Speak | Bloomberg Surveillance 05/20/2024,8757.863,Fed Speak | Bloomberg Surveillance 05/20/2024,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.327014218009479,0.0242281259025358,0.4,14.209543943405151,0.815302297472954
-lr2VhT-H58,Bloomberg Open Interest 08/29/2024,5071.97,Bloomberg Open Interest 08/29/2024,Bloomberg Open Interest,-0.299319727891156,0.0999940231984174,0.2,10.843709707260132,-0.241084396839142
-n-1vXqunKY,CPI Report | Bloomberg Surveillance 12/13/2022,8359.55,CPI Report | Bloomberg Surveillance 12/13/2022,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.619210977701544,0.0555512057183939,-0.5,7.6496193408966064,0.694600537419319
-oWfTCZ2yoI,Buy or Sell the Rally? | Bloomberg Surveillance 07/31/2023,8571.043,Buy or Sell the Rally? | Bloomberg Surveillance 07/31/2023,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.281173594132029,0.0427974514110528,0.45,13.822762489318848,0.61503478884697
-p9QN9JgvdU,"Nvidia Shares Hit New High, Starmer Says UK Won’t Raise Capital Gains Tax | The Opening Trade 10/15",5670.415,"Nvidia Shares Hit New High, Starmer Says UK Won’t Raise Capital Gains Tax | The Opening Trade 10/15",The Opening Trade,-0.448717948717949,0.0360318316029094,0.2,16.721639394760132,0.333068341016769
-qEwPiMoUCI,Take a Breath Wall Street | Bloomberg Surveillance 01/09/2024,8636.099,Take a Breath Wall Street | Bloomberg Surveillance 01/09/2024,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.569553805774278,0.022115110222721,0.2,18.029746770858765,0.0107384193688631
-vzASrJ_crM,"Yields Higher, Stocks Lower | Bloomberg Surveillance 08/03/2023",8703.718,"Yields Higher, Stocks Lower | Bloomberg Surveillance 08/03/2023","Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.480519480519481,0.0272728935245026,0.2,13.986254930496216,0.562892317771912
-yW_Xdsv05o,"Stocks, Commodity Currencies Drop on Trump Tariff Fears | Bloomberg: The China Show 2/10/2025",5439.75,"Stocks, Commodity Currencies Drop on Trump Tariff Fears | Bloomberg: The China Show 2/10/2025",Bloomberg The China Show,-0.336787564766839,0.0353441284799513,0.2,11.942774057388306,0.710656277835369
0-h05MRtsRo,Big Tech Earnings | Bloomberg Surveillance 04/24/23 FULL EPISODE,8676.946,Big Tech Earnings | Bloomberg Surveillance 04/24/23 FULL EPISODE,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.425837320574163,0.0364426690312242,0.2,10.005661249160768,0.226212408393621
01ZQq9Es8xU,Bloomberg Surveillance 07/18/2024,8236.869,Bloomberg Surveillance 07/18/2024,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.497907949790795,0.0201174605187815,0.5,10.445776224136353,0.756107442080975
03lwpyRL5nI,Fed Day | Bloomberg Surveillance 09/18/2024,8758.656,Fed Day | Bloomberg Surveillance 09/18/2024,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.566929133858268,0.029699783084934,0.2,13.981684684753418,0.731174327433109
06-WAS2i8Z4,Bloomberg Open Interest 07/16/2024,4990.591,Bloomberg Open Interest 07/16/2024,Bloomberg Open Interest,-0.106870229007634,0.104829711137416,0.5,8.878803730010986,-0.0140743143856525
09zOZK0LflM,"Market Outlook Post-CPI and a Tech Breakdown | Bloomberg Surveillance | September 13, 2024",19425.415,"Market Outlook Post-CPI and a Tech Breakdown | Bloomberg Surveillance | September 13, 2024",Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.302663438256659,0.209015862369651,0.2,6.960713624954224,0.851430241018534
0FLZSgOXVjs,Stoxx 600 Hits Record as Inflation Data Lifts Rate Hopes | The Opening Trade (08/30/2024),5394.515,Stoxx 600 Hits Record as Inflation Data Lifts Rate Hopes | The Opening Trade (08/30/2024),The Opening Trade,-0.423312883435583,0.068102051276169,0.3,7.231351375579834,0.625274367630482
0FmckVdlC6k,Wall Street Sends Big Tech to Fresh Highs Post-CPI | Bloomberg: The Close 12/11/2024,5189.039,Wall Street Sends Big Tech to Fresh Highs Post-CPI | Bloomberg: The Close 12/11/2024,Bloomberg The Close (Full Shows),-0.466666666666667,0.056212405767921,0.7,16.740758419036865,0.0742702782154083
0GUKrV0fQpo,Bloomberg Surveillance 01/12/2024,8749.157,Bloomberg Surveillance 01/12/2024,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.322033898305085,0.0451998769656401,0.2,69.13497400283813,0.519900761544704
0GW3kNl3kyc,Blinken Begins Tense Talks in China | Bloomberg: The China Show 4/25/2024,5087.526,Blinken Begins Tense Talks in China | Bloomberg: The China Show 4/25/2024,Bloomberg The China Show,-0.261992619926199,0.120837716444061,-0.5,151.2918074131012,0.0295390114188194
0HuqIYEV14w,Stocks Halt Fed-Fueled Rally as Trade Fear Lingers | Bloomberg: The Close 03/20/2025,4227.868,Stocks Halt Fed-Fueled Rally as Trade Fear Lingers | Bloomberg: The Close 03/20/2025,Bloomberg The Close (Full Shows),-0.155963302752294,0.0546212110091909,-0.4,43.743035554885864,0.137799009680748
0Kmb6d2g_RU,"Middle East Risks | Bloomberg Surveillance | April 15, 2024",19770.353,"Middle East Risks | Bloomberg Surveillance | April 15, 2024",Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.283842794759825,0.166201222686175,0.2,24.88269543647766,0.77021374553442
0Ld9aG6VXTw,"Tech Outages Roil Banks, Airlines; Crowdstrike Shares Plunge | The Opening Trade 07/19",5643.817,"Tech Outages Roil Banks, Airlines; Crowdstrike Shares Plunge | The Opening Trade 07/19",The Opening Trade,-0.406593406593407,0.0275308333975023,0.2,26.15401840209961,0.735066883265972
0P1xM6NPyhc,US Jobs Day | Bloomberg Surveillance 01/10/2025,8768.569,US Jobs Day | Bloomberg Surveillance 01/10/2025,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.434380776340111,0.0279260953930112,0.2,20.92790961265564,0.585283823311329
0SBbCfKIMcQ,Stock Rotation Is Back on Bets Fed Will ‘Go Big’ | Bloomberg: The Close 9/13/2024,5458.759,Stock Rotation Is Back on Bets Fed Will ‘Go Big’ | Bloomberg: The Close 9/13/2024,Bloomberg The Close (Full Shows),-0.386454183266932,0.0485420439919923,0.2,19.594972372055057,0.703646447509527
0Tpvo6pPwU4,Is China's Economic Recovery Losing Steam? | Bloomberg: The China Show 6/17/2024,5302.852,Is China's Economic Recovery Losing Steam? | Bloomberg: The China Show 6/17/2024,Bloomberg The China Show,-0.394117647058824,0.0876914032421664,-0.7,17.19007134437561,0.0244430266320705
0bDfP8Ne2Jg,Israel Hits Hezbollah; Harris Zeroes In On Running Mate | Bloomberg: The Asia Trade 7/29/24,5220.591,Israel Hits Hezbollah; Harris Zeroes In On Running Mate | Bloomberg: The Asia Trade 7/29/24,The Asia Trade,-0.375722543352601,0.0669753866347177,0.4,27.393489837646484,-0.0279167294502258
0gtRJzc8YoI,Sell the Rate Hike? | Bloomberg Surveillance 04/21/23,8640.894,Sell the Rate Hike? | Bloomberg Surveillance 04/21/23,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.564356435643564,0.0115917566156744,-0.4,14.978678464889526,0.33982191234827003
0jbpzdbQE4M,Bloomberg Open Interest 07/10/2024,4868.66,Bloomberg Open Interest 07/10/2024,Bloomberg Open Interest,-0.351063829787234,0.0999197953648402,0.7,11.773158550262451,-0.311897248029709
0jc2WnS9WWc,Apple Unveils iPhone 16; Asian Stocks Fluctuate Ahead of US CPI | Bloomberg: The Asia Trade 9/10/24,5433.587,Apple Unveils iPhone 16; Asian Stocks Fluctuate Ahead of US CPI | Bloomberg: The Asia Trade 9/10/24,The Asia Trade,-0.286173633440514,0.0569471240355782,0.2,29.230406999588013,0.0408944711089134
0lUCYMgxyuA,Burberry Suspends Dividend Payments After Poor Q1 | The Opening Trade (07/15/2024),5706.581,Burberry Suspends Dividend Payments After Poor Q1 | The Opening Trade (07/15/2024),The Opening Trade,-0.352112676056338,0.0427291902182826,0.2,21.47366738319397,0.610422536730766
0nhLFSgYniA,Testing New Lows? | Bloomberg Surveillance 05/09/23,8748.011,Testing New Lows? | Bloomberg Surveillance 05/09/23,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.540041067761807,0.00944972241435013,-0.7,17.622170209884644,0.144067797809839
0pT7podVXq8,US Stocks Pull Back After Rally | Bloomberg Markets: The Close 03/25/2024,5169.297,US Stocks Pull Back After Rally | Bloomberg Markets: The Close 03/25/2024,Bloomberg The Close (Full Shows),-0.368421052631579,0.103933256547102,0.4,14.385346174240112,0.0523829609155655
0qe8n4s0ics,"Retailers Prepare for Black Friday, France's Budget Standoff |The Opening Trade 11/29",5700.654,"Retailers Prepare for Black Friday, France's Budget Standoff |The Opening Trade 11/29",The Opening Trade,-0.387387387387387,0.0457701265935701,0.2,12.250043392181396,0.655003108084202
0qjCRmwBJsk,Diageo Hit By Latin America Slump as Drinkers Spend Less | The Opening Trade 07/30,5634.428,Diageo Hit By Latin America Slump as Drinkers Spend Less | The Opening Trade 07/30,The Opening Trade,-0.226190476190476,0.0517235927912978,0.4,10.017847537994385,0.453336879611015
0x7y8ze_XM8,CPI Data Meets The Bank Crisis | Bloomberg Surveillance | 03/14/2023,8624.619,CPI Data Meets The Bank Crisis | Bloomberg Surveillance | 03/14/2023,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.450236966824645,0.0650167660127253,0.2,12.452308654785156,0.524450208991766
0xu-E9R2fJ4,"The Jobs Report | Bloomberg Surveillance | June 7, 2024",19480.351,"The Jobs Report | Bloomberg Surveillance | June 7, 2024",Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.411513859275053,0.203640902820516,0.2,7.717553615570068,0.825151018798351
1-IQGZE_j5I,German Election Countdown: Pollsters Struggle to Predict Outcome | The Opening Trade 02/21,11269.082,German Election Countdown: Pollsters Struggle to Predict Outcome | The Opening Trade 02/21,The Opening Trade,-0.294520547945205,0.178312273782522,0.5,12.365887880325316,0.551340624690056
16fezmhDuyk,China to Begin Selling Ultra-Long Debt This Week | Bloomberg: The China Show 5/13/2024,5208.006,China to Begin Selling Ultra-Long Debt This Week | Bloomberg: The China Show 5/13/2024,Bloomberg The China Show,-0.353951890034364,0.10572119247971,-0.3,10.267971754074097,0.35840816795826
18_IK3qh0yg,Stocks Show Signs of Exhaustion After Rally | Bloomberg: The Close 6/20/2024,5422.594,Stocks Show Signs of Exhaustion After Rally | Bloomberg: The Close 6/20/2024,Bloomberg The Close (Full Shows),-0.336170212765957,0.0472835201997911,0.2,10.02500057220459,0.39951752871275
18yXOwYdBYI,Bloomberg Surveillance 02/12/2025,8579.765,Bloomberg Surveillance 02/12/2025,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.458536585365854,0.0262517478158867,0.2,10.012863874435425,0.717681087553501
1E5E14T99hk,"Bugatti Unveils New $4 Million 'Tourbillon', French Economy Weakens Again | Markets Today 06/21",5499.831,"Bugatti Unveils New $4 Million 'Tourbillon', French Economy Weakens Again | Markets Today 06/21",The Opening Trade,-0.450381679389313,0.0341422796488402,0.5,15.85795283317566,0.544719725847244
1FyZ8T59ySs,A Time for Caution | Bloomberg Surveillance 05/24/23,8602.066,A Time for Caution | Bloomberg Surveillance 05/24/23,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.595959595959596,0.0180956847081075,-0.5,10.17410969734192,0.690646670758724
1GeZxGNjzCw,Huge Day of Earnings | Bloomberg: The Close 07/30/2024,5475.541,Huge Day of Earnings | Bloomberg: The Close 07/30/2024,Bloomberg The Close (Full Shows),-0.483050847457627,0.0452884690370537,0.2,15.524467706680298,0.0569647215306759
1I2Mm-AapEk,"Politics, Tech and NYC Congestion Pricing | Bloomberg Surveillance | January 6, 2025",18197.301,"Politics, Tech and NYC Congestion Pricing | Bloomberg Surveillance | January 6, 2025",Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.298969072164948,0.142378132394541,0.4,6.860306978225708,0.817596949636936
1JIWbbKt1JY,Trump Tariff Threats; Israel-Hamas Exchange Delayed | Horizons Middle East & Africa 01/31/2025,5176.771,Trump Tariff Threats; Israel-Hamas Exchange Delayed | Horizons Middle East & Africa 01/31/2025,"Horizons Middle East, Africa",-0.542521994134897,0.059235013193182,0.2,7.052766799926758,-0.48310974240303
1OREGDMPQTQ,"Bitcoin Tops $81,000, Kremlin Denies Putin-Trump Phone Call | The Opening Trade 11/11",5476.556,"Bitcoin Tops $81,000, Kremlin Denies Putin-Trump Phone Call | The Opening Trade 11/11",The Opening Trade,-0.21481481481481501,0.0391717792794864,0.4,13.870538711547852,0.676882922649384
1Q9ogi4cj2c,"Rio Tinto, Glencore Said to Discuss Mega Mining Deal | Bloomberg: The Asia Trade 1/17/25",5236.226,"Rio Tinto, Glencore Said to Discuss Mega Mining Deal | Bloomberg: The Asia Trade 1/17/25",The Asia Trade,-0.251497005988024,0.0892380902750888,0.2,24.959243535995483,0.0917005240917206
1R9kDknakfA,Bloomberg Surveillance 04/11/2024,8163.976,Bloomberg Surveillance 04/11/2024,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.565557729941292,0.00849403795810748,0.2,14.229084730148315,0.669580549001694
1WGWYOzh4U0,"Fed Blackout Begins | Bloomberg Surveillance | June 3, 2024",19146.64,"Fed Blackout Begins | Bloomberg Surveillance | June 3, 2024",Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.287598944591029,0.230911481835304,0.3,11.479565858840942,0.853926613926888
1YDt2JpI9-Y,Fed Preview | Bloomberg Surveillance 11/01/2022,7714.26,Fed Preview | Bloomberg Surveillance 11/01/2022,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.572815533980582,0.0617024845691113,0.2,7.633985757827759,0.7691411934793
1YzP1J_wdGQ,Bloomberg Surveillance 01/29/2024,8737.678,Bloomberg Surveillance 01/29/2024,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.475538160469667,0.0266473835461984,0.15,16.937421321868896,0.623440593481064
1Zz6uGYQ40k,Bloomberg Open Interest 11/12/2024,4880.092,Bloomberg Open Interest 11/12/2024,Bloomberg Open Interest,-0.184615384615385,0.0891592583832131,0.2,12.671048641204834,-0.261362224817276
1aXFW89kGDw,Banking Breakdown | Bloomberg Surveillance 03/17/2023,8679.838,Banking Breakdown | Bloomberg Surveillance 03/17/2023,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.523584905660377,0.0244015036483642,0.2,14.089123487472534,0.75254587084055
1bcsF32J7Mk,Trump Tariff Selloff | Bloomberg: The Close 04/03/2025,6200.416,Trump Tariff Selloff | Bloomberg: The Close 04/03/2025,Bloomberg The Close (Full Shows),-0.64367816091954,0.0242122694024312,-0.7,11.259193420410156,0.0222340598702431
1cXeH60rDdk,Bloomberg Open Interest 11/01/2024,5044.49,Bloomberg Open Interest 11/01/2024,Bloomberg Open Interest,-0.274074074074074,0.088870696064569,0.2,13.407108545303345,-0.262751564383507
1hAjo_ChVTw,"Next Fed Move Today, Hezbollah Blames Israel for Lebanon Pager Blasts | The Opening Trade 09/18",5639.933,"Next Fed Move Today, Hezbollah Blames Israel for Lebanon Pager Blasts | The Opening Trade 09/18",The Opening Trade,-0.466101694915254,0.0252336782896889,0.2,12.42012357711792,0.732638422399759
1jFPE2HvCG0,"China Targets 5% GDP Growth in 2025, Trump Addresses Congress | Bloomberg: The Asia Trade 3/5/25",5327.263,"China Targets 5% GDP Growth in 2025, Trump Addresses Congress | Bloomberg: The Asia Trade 3/5/25",The Asia Trade,-0.351351351351351,0.0791227447796219,0.4,7.37814736366272,0.0591452717781067
1k0xQ1JyPak,"Trump Sets 25% Auto Tariffs, Teases China Reprieve | Bloomberg: The China Show 3/27/2025",5138.898,"Trump Sets 25% Auto Tariffs, Teases China Reprieve | Bloomberg: The China Show 3/27/2025",Bloomberg The China Show,-0.261648745519713,0.12787543584526,-0.4,9.69214391708374,0.049499124288559
1niWXSlcqxo,PDD's Warning Drags China Tech Stocks Down | Bloomberg: The China Show 8/27/2024,5174.338,PDD's Warning Drags China Tech Stocks Down | Bloomberg: The China Show 8/27/2024,Bloomberg The China Show,-0.465798045602606,0.111625911744719,-0.4,11.257575273513794,0.0798276141285896
1rN-kKSSZbE,"Bank Earnings Begin | Bloomberg Surveillance | October 11, 2024",18405.236,"Bank Earnings Begin | Bloomberg Surveillance | October 11, 2024",Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.432291666666667,0.159688126205287,0.4,19.015832901000977,0.793830931186676
1s9mOSE5ftk,Bloomberg Surveillance 09/04/2024,8718.642,Bloomberg Surveillance 09/04/2024,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.451546391752577,0.0441439035801726,0.2,16.428892135620117,0.0538066970184445
1tfYA8sMeYk,S&P 500 Posts Three-Day Win Streak | Bloomberg Markets: The Close 6/04/2024,5426.609,S&P 500 Posts Three-Day Win Streak | Bloomberg Markets: The Close 6/04/2024,Bloomberg The Close (Full Shows),-0.23728813559322,0.0531979526545321,0.2,10.08639407157898,0.00566977076232433
1uhpKTXSjQA,"Israel, Hezbollah Agree to 60-Day Cease-Fire | Horizons Middle East & Africa 11/27/2024",5127.433,"Israel, Hezbollah Agree to 60-Day Cease-Fire | Horizons Middle East & Africa 11/27/2024","Horizons Middle East, Africa",-0.625377643504532,0.0577267141165404,0.2,7.045419454574585,0.00944121927022934
2-mfqVZek0A,Bloomberg Surveillance 02/23/2024,8401.412,Bloomberg Surveillance 02/23/2024,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.398576512455516,0.0716171331124068,0.4,7.511897802352905,0.651370070874691
27K8sRWTYgM,China Stocks Dip As Traders Await BOJ Decision | Bloomberg: The China Show 6/14/2024,5085.263,China Stocks Dip As Traders Await BOJ Decision | Bloomberg: The China Show 6/14/2024,Bloomberg The China Show,-0.363984674329502,0.0974062028786301,0.2,6.96073579788208,0.50618539750576
2A9hdmGxSOI,Jobs Data | Bloomberg Surveillance 08/30/2023,8774.787,Jobs Data | Bloomberg Surveillance 08/30/2023,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.463736263736264,0.0183936157870918,0.2,10.190021991729736,0.770404413342476
2CMpLn4LNLg,Stocks Keep Winning | Bloomberg Surveillance 10/12/2023,8777.69,Stocks Keep Winning | Bloomberg Surveillance 10/12/2023,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.54251012145749,0.00333188121189846,-0.4,10.033204317092896,0.693340167403221
2DpanVK3q2o,What Happened To China's Stock Rally? | Bloomberg: The China Show 3/22/2024,5069.918,What Happened To China's Stock Rally? | Bloomberg: The China Show 3/22/2024,Bloomberg The China Show,-0.132867132867133,0.100769381105256,0.4,7.593611001968384,-0.881345797330141
2GU6mt5TUZI,"France in Flux and Bitcoin $100K | Bloomberg Surveillance | December 5, 2024",18648.024,"France in Flux and Bitcoin $100K | Bloomberg Surveillance | December 5, 2024",Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,-0.466970387243736,0.175801740538597,0.5,6.977641344070435,0.694230183959007
2GhO3SIPDVM,Presidential Debate Tonight | Bloomberg: The Close 9/10/2024,4950.631,Presidential Debate Tonight | Bloomberg: The Close 9/10/2024,Bloomberg The Close (Full Shows),-0.339622641509434,0.0490111576694988,-0.7,10.230576276779177,0.0571208465844393
2J8RzZmX8dA,"OPEC+ Extends Oil Output Cuts, Indian Shares Rally | Markets Today 06/03/2024",5707.646,"OPEC+ Extends Oil Output Cuts, Indian Shares Rally | Markets Today 06/03/2024",The Opening Trade,-0.211864406779661,0.0629330033505702,0.3,16.334811687469482,0.371845692396164
2Lgmpo_21Bk,Bloomberg Surveillance 09/05/2024,8712.711,Bloomberg Surveillance 09/05/2024,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",-0.618320610687023,0.0146393082756451,0.2,10.164250612258911,0.459949754178524
2MJLaBpgGQ4,Bloomberg Open Interest 10/29/2024,4915.313,Bloomberg Open Interest 10/29/2024,Bloomberg Open Interest,-0.287272727272727,0.0971548299261607,0.2,12.085793733596802,0.710824176669121
2NGIHdUztwA,China Protests | Bloomberg Surveillance 11/28/2022,7486.87,China Protests | Bloomberg Surveillance 11/28/2022,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",-0.639024390243902,0.0281915959510281,-0.45,8.005098104476929,0.623168498277664
2NHKVQIuX1w,Trump Tariffs: ‘Big Progress’ on Japan Trade Talks | The Opening Trade 04/17,5623.857,Trump Tariffs: ‘Big Progress’ on Japan Trade Talks | The Opening Trade 04/17,The Opening Trade,-0.286307053941909,0.0506170855932629,0.2,12.594626903533936,0.771646276116371
2Q7TYP6NpxE,HK Stocks Slump on China Data; Investors Split on Fed Cut | Bloomberg: The China Show 9/16/24,5092.302,HK Stocks Slump on China Data; Investors Split on Fed Cut | Bloomberg: The China Show 9/16/24,Bloomberg The China Show,-0.544554455445545,0.0897324754756123,0.2,8.770498991012573,0.38729465007782
