video_id,title,duration,playlist_name,word_count,source_file,ollama_score,processing_time,processed_at
0nhLFSgYniA,Testing New Lows? | Bloomberg Surveillance 05/09/23,8748.011,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",17861,bloomberg_transcripts_part_1_of_5.csv,-0.7,17.622170209884644,2025-06-08 03:47:19.372788
0pT7podVXq8,US Stocks Pull Back After Rally | Bloomberg Markets: The Close 03/25/2024,5169.297,Bloomberg The Close (Full Shows),18072,bloomberg_transcripts_part_1_of_5.csv,0.4,14.385346174240112,2025-06-08 03:47:35.769855
0qe8n4s0ics,"Retailers Prepare for Black Friday, France's Budget Standoff |The Opening Trade 11/29",5700.6539999999995,The Opening Trade,12240,bloomberg_transcripts_part_1_of_5.csv,0.2,12.250043392181396,2025-06-08 03:47:50.033592
0qjCRmwBJsk,Diageo Hit By Latin America Slump as Drinkers Spend Less | The Opening Trade 07/30,5634.428,The Opening Trade,14625,bloomberg_transcripts_part_1_of_5.csv,0.4,10.017847537994385,2025-06-08 03:48:02.065297
0x7y8ze_XM8,CPI Data Meets The Bank Crisis | Bloomberg Surveillance | 03/14/2023,8624.619,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",28609,bloomberg_transcripts_part_1_of_5.csv,0.2,12.452308654785156,2025-06-08 03:48:16.538512
0xu-E9R2fJ4,"The Jobs Report | Bloomberg Surveillance | June 7, 2024",19480.351,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,29155,bloomberg_transcripts_part_1_of_5.csv,0.2,7.717553615570068,2025-06-08 03:48:26.472564
1-IQGZE_j5I,German Election Countdown: Pollsters Struggle to Predict Outcome | The Opening Trade 02/21,11269.082,The Opening Trade,18897,bloomberg_transcripts_part_1_of_5.csv,0.5,12.365887880325317,2025-06-08 03:48:40.856601
16fezmhDuyk,China to Begin Selling Ultra-Long Debt This Week | Bloomberg: The China Show 5/13/2024,5208.006,Bloomberg The China Show,16957,bloomberg_transcripts_part_1_of_5.csv,-0.3,10.267971754074097,2025-06-08 03:48:53.137161
18_IK3qh0yg,Stocks Show Signs of Exhaustion After Rally | Bloomberg: The Close 6/20/2024,5422.594,Bloomberg The Close (Full Shows),12863,bloomberg_transcripts_part_1_of_5.csv,0.2,10.02500057220459,2025-06-08 03:49:05.176512
18yXOwYdBYI,Bloomberg Surveillance 02/12/2025,8579.765,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",20501,bloomberg_transcripts_part_1_of_5.csv,0.2,10.012863874435425,2025-06-08 03:49:17.202197
1E5E14T99hk,"Bugatti Unveils New $4 Million 'Tourbillon', French Economy Weakens Again | Markets Today 06/21",5499.831,The Opening Trade,10371,bloomberg_transcripts_part_1_of_5.csv,0.5,15.85795283317566,2025-06-08 03:51:05.243658
1FyZ8T59ySs,A Time for Caution | Bloomberg Surveillance 05/24/23,8602.066,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",17628,bloomberg_transcripts_part_1_of_5.csv,-0.5,10.174109697341919,2025-06-08 03:51:17.431395
1GeZxGNjzCw,Huge Day of Earnings | Bloomberg: The Close 07/30/2024,5475.541,Bloomberg The Close (Full Shows),13385,bloomberg_transcripts_part_1_of_5.csv,0.2,15.524467706680298,2025-06-08 03:51:34.977243
1I2Mm-AapEk,"Politics, Tech and NYC Congestion Pricing | Bloomberg Surveillance | January 6, 2025",18197.301,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,27589,bloomberg_transcripts_part_1_of_5.csv,0.4,6.860306978225708,2025-06-08 03:51:43.856512
1JIWbbKt1JY,Trump Tariff Threats; Israel-Hamas Exchange Delayed | Horizons Middle East & Africa 01/31/2025,5176.771,"Horizons Middle East, Africa",15409,bloomberg_transcripts_part_1_of_5.csv,0.2,7.052766799926758,2025-06-08 03:51:52.929152
1OREGDMPQTQ,"Bitcoin Tops $81,000, Kremlin Denies Putin-Trump Phone Call | The Opening Trade 11/11",5476.556,The Opening Trade,13407,bloomberg_transcripts_part_1_of_5.csv,0.4,13.870538711547852,2025-06-08 03:52:09.201412
1Q9ogi4cj2c,"Rio Tinto, Glencore Said to Discuss Mega Mining Deal | Bloomberg: The Asia Trade 1/17/25",5236.226,The Asia Trade,15485,bloomberg_transcripts_part_1_of_5.csv,0.2,24.959243535995483,2025-06-08 03:52:36.180675
1R9kDknakfA,Bloomberg Surveillance 04/11/2024,8163.976,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",18552,bloomberg_transcripts_part_1_of_5.csv,0.2,14.229084730148315,2025-06-08 03:52:52.433726
1WGWYOzh4U0,"Fed Blackout Begins | Bloomberg Surveillance | June 3, 2024",19146.64,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,28302,bloomberg_transcripts_part_1_of_5.csv,0.3,11.479565858840942,2025-06-08 03:53:05.938774
1YDt2JpI9-Y,Fed Preview | Bloomberg Surveillance 11/01/2022,7714.26,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",25914,bloomberg_transcripts_part_1_of_5.csv,0.2,7.633985757827759,2025-06-08 03:53:15.592322
1YzP1J_wdGQ,Bloomberg Surveillance 01/29/2024,8737.678,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",21271,bloomberg_transcripts_part_1_of_5.csv,0.15,16.937421321868896,2025-06-08 03:55:04.860692
1Zz6uGYQ40k,Bloomberg Open Interest 11/12/2024,4880.092,Bloomberg Open Interest,15843,bloomberg_transcripts_part_1_of_5.csv,0.2,12.671048641204834,2025-06-08 03:55:19.544819
1aXFW89kGDw,Banking Breakdown | Bloomberg Surveillance 03/17/2023,8679.838,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",20035,bloomberg_transcripts_part_1_of_5.csv,0.2,14.089123487472534,2025-06-08 03:55:35.647862
1bcsF32J7Mk,Trump Tariff Selloff | Bloomberg: The Close 04/03/2025,6200.416,Bloomberg The Close (Full Shows),14691,bloomberg_transcripts_part_1_of_5.csv,-0.7,11.259193420410156,2025-06-08 03:55:48.923639
1cXeH60rDdk,Bloomberg Open Interest 11/01/2024,5044.49,Bloomberg Open Interest,17046,bloomberg_transcripts_part_1_of_5.csv,0.2,13.407108545303345,2025-06-08 03:56:04.347987
1hAjo_ChVTw,"Next Fed Move Today, Hezbollah Blames Israel for Lebanon Pager Blasts | The Opening Trade 09/18",5639.933,The Opening Trade,9366,bloomberg_transcripts_part_1_of_5.csv,0.2,12.42012357711792,2025-06-08 03:56:20.666471
1jFPE2HvCG0,"China Targets 5% GDP Growth in 2025, Trump Addresses Congress | Bloomberg: The Asia Trade 3/5/25",5327.263,The Asia Trade,15556,bloomberg_transcripts_part_1_of_5.csv,0.4,7.37814736366272,2025-06-08 03:56:30.066845
1k0xQ1JyPak,"Trump Sets 25% Auto Tariffs, Teases China Reprieve | Bloomberg: The China Show 3/27/2025",5138.898,Bloomberg The China Show,15657,bloomberg_transcripts_part_1_of_5.csv,-0.4,9.69214391708374,2025-06-08 03:56:41.780691
1niWXSlcqxo,PDD's Warning Drags China Tech Stocks Down | Bloomberg: The China Show 8/27/2024,5174.338,Bloomberg The China Show,15715,bloomberg_transcripts_part_1_of_5.csv,-0.4,11.257575273513794,2025-06-08 03:56:55.058634
1rN-kKSSZbE,"Bank Earnings Begin | Bloomberg Surveillance | October 11, 2024",18405.236,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,26412,bloomberg_transcripts_part_1_of_5.csv,0.4,19.015832901000977,2025-06-08 03:57:16.097836
1s9mOSE5ftk,Bloomberg Surveillance 09/04/2024,8718.642,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",21636,bloomberg_transcripts_part_1_of_5.csv,0.2,16.428892135620117,2025-06-08 03:59:04.739118
1tfYA8sMeYk,S&P 500 Posts Three-Day Win Streak | Bloomberg Markets: The Close 6/04/2024,5426.609,Bloomberg The Close (Full Shows),12969,bloomberg_transcripts_part_1_of_5.csv,0.2,10.08639407157898,2025-06-08 03:59:16.847116
1uhpKTXSjQA,"Israel, Hezbollah Agree to 60-Day Cease-Fire | Horizons Middle East & Africa 11/27/2024",5127.433,"Horizons Middle East, Africa",15541,bloomberg_transcripts_part_1_of_5.csv,0.2,7.045419454574585,2025-06-08 03:59:25.909433
2-mfqVZek0A,Bloomberg Surveillance 02/23/2024,8401.412,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",28753,bloomberg_transcripts_part_1_of_5.csv,0.4,7.511897802352905,2025-06-08 03:59:35.440781
27K8sRWTYgM,China Stocks Dip As Traders Await BOJ Decision | Bloomberg: The China Show 6/14/2024,5085.263,Bloomberg The China Show,15597,bloomberg_transcripts_part_1_of_5.csv,0.2,6.96073579788208,2025-06-08 03:59:44.413543
2A9hdmGxSOI,Jobs Data | Bloomberg Surveillance 08/30/2023,8774.787,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",20341,bloomberg_transcripts_part_1_of_5.csv,0.2,10.190021991729736,2025-06-08 03:59:56.995266
2CMpLn4LNLg,Stocks Keep Winning | Bloomberg Surveillance 10/12/2023,8777.69,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",21710,bloomberg_transcripts_part_1_of_5.csv,-0.4,10.033204317092896,2025-06-08 04:00:09.050701
2DpanVK3q2o,What Happened To China's Stock Rally? | Bloomberg: The China Show 3/22/2024,5069.918,Bloomberg The China Show,16866,bloomberg_transcripts_part_1_of_5.csv,0.4,7.593611001968384,2025-06-08 04:00:18.660619
2GU6mt5TUZI,"France in Flux and Bitcoin $100K | Bloomberg Surveillance | December 5, 2024",18648.024,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,26521,bloomberg_transcripts_part_1_of_5.csv,0.5,6.977641344070435,2025-06-08 04:00:27.656829
2GhO3SIPDVM,Presidential Debate Tonight | Bloomberg: The Close 9/10/2024,4950.631,Bloomberg The Close (Full Shows),12659,bloomberg_transcripts_part_1_of_5.csv,-0.7,10.230576276779175,2025-06-08 04:00:39.90757
2J8RzZmX8dA,"OPEC+ Extends Oil Output Cuts, Indian Shares Rally | Markets Today 06/03/2024",5707.646,The Opening Trade,12352,bloomberg_transcripts_part_1_of_5.csv,0.3,16.334811687469482,2025-06-08 04:02:28.656161
2Lgmpo_21Bk,Bloomberg Surveillance 09/05/2024,8712.711,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",21084,bloomberg_transcripts_part_1_of_5.csv,0.2,10.164250612258911,2025-06-08 04:02:40.840344
2MJLaBpgGQ4,Bloomberg Open Interest 10/29/2024,4915.313,Bloomberg Open Interest,16318,bloomberg_transcripts_part_1_of_5.csv,0.2,12.085793733596802,2025-06-08 04:02:54.944089
2NGIHdUztwA,China Protests | Bloomberg Surveillance 11/28/2022,7486.87,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",26714,bloomberg_transcripts_part_1_of_5.csv,-0.45,8.005098104476929,2025-06-08 04:03:04.967457
2NHKVQIuX1w,Trump Tariffs: ‘Big Progress’ on Japan Trade Talks | The Opening Trade 04/17,5623.857,The Opening Trade,10090,bloomberg_transcripts_part_1_of_5.csv,0.2,12.594626903533936,2025-06-08 04:03:19.580892
2Q7TYP6NpxE,HK Stocks Slump on China Data; Investors Split on Fed Cut | Bloomberg: The China Show 9/16/24,5092.302,Bloomberg The China Show,16487,bloomberg_transcripts_part_1_of_5.csv,0.2,8.770498991012573,2025-06-08 04:03:30.736818
2SzcLMRU0lI,Bloomberg Open Interest 10/28/2024,4897.793,Bloomberg Open Interest,15680,bloomberg_transcripts_part_1_of_5.csv,0.2,9.576152324676514,2025-06-08 04:03:42.331746
2TXnB4AWPPY,"HK Stocks Streak Set to End, Segantii Said to Shut Down | Bloomberg: The China Show 24/5/2024",5096.491,Bloomberg The China Show,16913,bloomberg_transcripts_part_1_of_5.csv,-0.3,7.336725473403931,2025-06-08 04:03:51.687336
2WohB0wFBWM,Nvidia Becomes World's Largest Company | Bloomberg: The Close 6/18/2024,5365.513,Bloomberg The Close (Full Shows),13868,bloomberg_transcripts_part_1_of_5.csv,0.7,9.656905174255371,2025-06-08 04:04:03.367705
2YhLw8wWWeU,China Evaluating US Talks; Australia & Singapore Vote | Bloomberg: The Asia Trade 5/2/25,5300.298,The Asia Trade,15655,bloomberg_transcripts_part_1_of_5.csv,0.4,6.959438800811768,2025-06-08 04:04:12.34472
2a2xpV7SivI,"Tencent's Stock Buyback, Apple's Big Push in China | Bloomberg: The China Show 3/21/2024",5117.979,Bloomberg The China Show,17247,bloomberg_transcripts_part_1_of_5.csv,0.7,10.351885080337524,2025-06-08 04:05:55.477638
2eUrTN32qTI,Bloomberg Surveillance 10/24/2024,8585.661,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",21700,bloomberg_transcripts_part_1_of_5.csv,0.2,10.422382116317749,2025-06-08 04:06:07.917598
2hwG5RnI6ps,Bloomberg Surveillance 04/28/2025,8552.627,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",22002,bloomberg_transcripts_part_1_of_5.csv,0.2,14.151454448699951,2025-06-08 04:06:24.082096
2jRK273kjhw,"Jobs Day | Bloomberg Surveillance | May 3, 2024",19758.42,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,28076,bloomberg_transcripts_part_1_of_5.csv,0.7,6.691662073135376,2025-06-08 04:06:32.797739
2kPws4fhZOY,Trump's Threats; Nvidia's Stock Slide | Horizons Middle East & Africa 01/08/2025,5094.232,"Horizons Middle East, Africa",15256,bloomberg_transcripts_part_1_of_5.csv,-0.4,6.991719484329224,2025-06-08 04:06:41.801369
2l9mXGmn140,"Nvidia Aftermath | Bloomberg Surveillance | August 29, 2024",18829.889,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,26446,bloomberg_transcripts_part_1_of_5.csv,0.4,6.68229603767395,2025-06-08 04:06:50.865488
2nGq1t7BYY0,Pennsylvania Gov. Josh Shapiro Contends for Kamala Harris' VP Pick | The Opening Trade 07/23,5695.437,The Opening Trade,14512,bloomberg_transcripts_part_1_of_5.csv,0.2,9.73917818069458,2025-06-08 04:07:02.624454
2osDy8IQ93E,"Elon Musk Turns on Farage, China Pushes back Against Yuan Weakness | The Opening Trade 01/06",5675.61,The Opening Trade,12726,bloomberg_transcripts_part_1_of_5.csv,0.2,10.156402349472046,2025-06-08 04:07:14.801705
2pBXbAyOlQQ,Bloomberg Surveillance 12/24/2024,8553.82,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",20151,bloomberg_transcripts_part_1_of_5.csv,0.2,9.856818675994873,2025-06-08 04:07:26.682444
2r78w7MOT4E,"Markets Brace for US Inflation, China Data Dump | Bloomberg: The China Show 8/12/2024",5225.465,Bloomberg The China Show,16276,bloomberg_transcripts_part_1_of_5.csv,0.2,7.241815805435181,2025-06-08 04:07:35.945643
2s0MAGpSytY,Bloomberg Markets: The Close 01/26/2024,5475.902,Bloomberg The Close (Full Shows),19629,bloomberg_transcripts_part_1_of_5.csv,0.5,10.176275491714478,2025-06-08 04:09:18.501859
2tICOd4WdK4,CPI Hot | Bloomberg Surveillance 10/31/2022,7392.408,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",25950,bloomberg_transcripts_part_1_of_5.csv,0.2,6.767479419708252,2025-06-08 04:09:27.286949
2tju4Ud_Cv4,China Stocks Open 2025 Lower After PMI Miss | Bloomberg: The China Show 01/02/2025,5188.132,Bloomberg The China Show,15508,bloomberg_transcripts_part_1_of_5.csv,-0.4,13.272894620895386,2025-06-08 04:09:42.572804
2vrtHpUC3Vw,Bloomberg Surveillance 12/31/2024,6303.554,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",20259,bloomberg_transcripts_part_1_of_5.csv,0.4,7.465385437011719,2025-06-08 04:09:52.059284
2zj1jPiVZcI,"China's DeepSeek AI Rocks Global Tech Stocks, Bitcoin Slips Below $100K | The Opening Trade 01/27",5677.5689999999995,The Opening Trade,13275,bloomberg_transcripts_part_1_of_5.csv,-0.6,10.002717018127441,2025-06-08 04:10:04.075074
3-9ijRtv5Yg,Bloomberg Surveillance 04/04/2025,8765.718,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",22073,bloomberg_transcripts_part_1_of_5.csv,-0.7,10.261954069137573,2025-06-08 04:10:16.73627
