video_id,title,duration,playlist_name,word_count,source_file,finbert_score,processing_time,processed_at
-N67Yguj5s0,"Trump's Gaza Strip Plan, Nissan Drops Honda Merger Talks | The Opening Trade 02/05",4881.009,The Opening Trade,8755,bloomberg_transcripts_part_1_of_5.csv,0.47085267305374146,0.8645498752593994,2025-06-09 13:44:00.763047
-QmvQ0FrPyg,Bloomberg Surveillance 02/10/2025,8590.905999999999,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",18887,bloomberg_transcripts_part_1_of_5.csv,0.22036181390285492,0.8556177616119385,2025-06-09 13:44:02.123655
-Sq-22cqoHU,Bloomberg Open Interest 07/17/2024,5022.097,Bloomberg Open Interest,16324,bloomberg_transcripts_part_1_of_5.csv,0.04633583314716816,0.33292698860168457,2025-06-09 13:44:02.959242
-UpaVo_-QHA,Dollar Set for Best Run in a Year | Bloomberg Markets: The Close 4/16/2024,5172.84,Bloomberg The Close (Full Shows),18274,bloomberg_transcripts_part_1_of_5.csv,0.06938762962818146,0.33974719047546387,2025-06-09 13:44:03.968731
-WQBH_SXjkM,"FTSE 100, European Stocks Fall After Trump Tariffs Mexico, Canada | The Opening Trade 02/03",5681.573,The Opening Trade,13145,bloomberg_transcripts_part_1_of_5.csv,0.029258636757731438,0.3264319896697998,2025-06-09 13:44:04.796849
-XWNnzWE_v4,Stocks Rise in Final Hour of Wall Street Trading | Bloomberg: The Close 04/28/2025,5412.582,Bloomberg The Close (Full Shows),13200,bloomberg_transcripts_part_1_of_5.csv,0.18420268595218658,0.32422685623168945,2025-06-09 13:44:05.623407
-a8wL-NPi1k,Will AI Euphoria Lift Stocks? | Bloomberg Surveillance 06/08/23,8723.859,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",19959,bloomberg_transcripts_part_1_of_5.csv,0.7506675124168396,0.3243379592895508,2025-06-09 13:44:06.45053
-c8_oItv8Yw,Bloomberg Surveillance 11/22/2024,8616.656,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",21765,bloomberg_transcripts_part_1_of_5.csv,0.21735401079058647,0.3350238800048828,2025-06-09 13:44:07.288507
-dBVvma084w,Why China Stocks and Bonds are Under Pressure | Bloomberg: The China Show 7/9/2024,5161.48,Bloomberg The China Show,17119,bloomberg_transcripts_part_1_of_5.csv,0.03681907057762146,0.32371044158935547,2025-06-09 13:44:10.069453
-eNy7yfhv0A,Bloomberg Markets: The Close 02/22/2024,5736.474,Bloomberg The Close (Full Shows),14244,bloomberg_transcripts_part_1_of_5.csv,0.41253146529197693,0.33208441734313965,2025-06-09 13:44:10.90462
-jyak_JDPv4,Fed Speak | Bloomberg Surveillance 05/20/2024,8757.863,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",19415,bloomberg_transcripts_part_1_of_5.csv,0.8153022974729538,0.8693997859954834,2025-06-09 13:44:12.279313
-lr2VhT-H58,Bloomberg Open Interest 08/29/2024,5071.97,Bloomberg Open Interest,16731,bloomberg_transcripts_part_1_of_5.csv,-0.24108439683914185,0.45545291900634766,2025-06-09 13:44:13.238316
-n-1vXqunKY,CPI Report | Bloomberg Surveillance 12/13/2022,8359.55,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",28497,bloomberg_transcripts_part_1_of_5.csv,0.6946005374193192,0.3351273536682129,2025-06-09 13:44:14.075369
-oWfTCZ2yoI,Buy or Sell the Rally? | Bloomberg Surveillance 07/31/2023,8571.043,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",18570,bloomberg_transcripts_part_1_of_5.csv,0.6150347888469696,0.3354036808013916,2025-06-09 13:44:15.092345
-p9QN9JgvdU,"Nvidia Shares Hit New High, Starmer Says UK Won’t Raise Capital Gains Tax | The Opening Trade 10/15",5670.415,The Opening Trade,14806,bloomberg_transcripts_part_1_of_5.csv,0.3330683410167694,0.3289198875427246,2025-06-09 13:44:15.92374
-qEwPiMoUCI,Take a Breath Wall Street | Bloomberg Surveillance 01/09/2024,8636.099,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",17115,bloomberg_transcripts_part_1_of_5.csv,0.010738419368863106,0.3284919261932373,2025-06-09 13:44:16.753896
-vzASrJ_crM,"Yields Higher, Stocks Lower | Bloomberg Surveillance 08/03/2023",8703.718,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",21575,bloomberg_transcripts_part_1_of_5.csv,0.5628923177719116,0.3375546932220459,2025-06-09 13:44:17.594473
-yW_Xdsv05o,"Stocks, Commodity Currencies Drop on Trump Tariff Fears | Bloomberg: The China Show 2/10/2025",5439.75,Bloomberg The China Show,11494,bloomberg_transcripts_part_1_of_5.csv,0.7106562778353691,0.3310058116912842,2025-06-09 13:44:18.427822
0-h05MRtsRo,Big Tech Earnings | Bloomberg Surveillance 04/24/23 FULL EPISODE,8676.946,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",19072,bloomberg_transcripts_part_1_of_5.csv,0.22621240839362144,0.3308992385864258,2025-06-09 13:44:19.43957
01ZQq9Es8xU,Bloomberg Surveillance 07/18/2024,8236.869,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",19625,bloomberg_transcripts_part_1_of_5.csv,0.7561074420809746,0.34417295455932617,2025-06-09 13:44:20.286753
03lwpyRL5nI,Fed Day | Bloomberg Surveillance 09/18/2024,8758.656,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",21919,bloomberg_transcripts_part_1_of_5.csv,0.7311743274331093,0.3361856937408447,2025-06-09 13:44:21.125983
06-WAS2i8Z4,Bloomberg Open Interest 07/16/2024,4990.591,Bloomberg Open Interest,16142,bloomberg_transcripts_part_1_of_5.csv,-0.014074314385652542,0.32741403579711914,2025-06-09 13:44:21.955188
09zOZK0LflM,"Market Outlook Post-CPI and a Tech Breakdown | Bloomberg Surveillance | September 13, 2024",19425.415,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,26947,bloomberg_transcripts_part_1_of_5.csv,0.8514302410185337,0.3254227638244629,2025-06-09 13:44:22.782805
0FLZSgOXVjs,Stoxx 600 Hits Record as Inflation Data Lifts Rate Hopes | The Opening Trade (08/30/2024),5394.515,The Opening Trade,19349,bloomberg_transcripts_part_1_of_5.csv,0.6252743676304817,0.5470554828643799,2025-06-09 13:44:24.217551
0FmckVdlC6k,Wall Street Sends Big Tech to Fresh Highs Post-CPI | Bloomberg: The Close 12/11/2024,5189.039,Bloomberg The Close (Full Shows),8625,bloomberg_transcripts_part_1_of_5.csv,0.07427027821540833,0.541212797164917,2025-06-09 13:44:25.261898
0GUKrV0fQpo,Bloomberg Surveillance 01/12/2024,8749.157,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",16193,bloomberg_transcripts_part_1_of_5.csv,0.5199007615447044,0.8891470432281494,2025-06-09 13:44:26.654826
0GW3kNl3kyc,Blinken Begins Tense Talks in China | Bloomberg: The China Show 4/25/2024,5087.526,Bloomberg The China Show,16654,bloomberg_transcripts_part_1_of_5.csv,0.029539011418819427,0.8446104526519775,2025-06-09 13:44:28.004525
0HuqIYEV14w,Stocks Halt Fed-Fueled Rally as Trade Fear Lingers | Bloomberg: The Close 03/20/2025,4227.868,Bloomberg The Close (Full Shows),10507,bloomberg_transcripts_part_1_of_5.csv,0.13779900968074799,0.8418409824371338,2025-06-09 13:44:29.350762
0Kmb6d2g_RU,"Middle East Risks | Bloomberg Surveillance | April 15, 2024",19770.353,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,27525,bloomberg_transcripts_part_1_of_5.csv,0.77021374553442,0.49351930618286133,2025-06-09 13:44:31.993961
0Ld9aG6VXTw,"Tech Outages Roil Banks, Airlines; Crowdstrike Shares Plunge | The Opening Trade 07/19",5643.817,The Opening Trade,10441,bloomberg_transcripts_part_1_of_5.csv,0.7350668832659721,0.8718352317810059,2025-06-09 13:44:33.370561
0P1xM6NPyhc,US Jobs Day | Bloomberg Surveillance 01/10/2025,8768.569,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",22168,bloomberg_transcripts_part_1_of_5.csv,0.5852838233113289,0.7277648448944092,2025-06-09 13:44:34.604447
0SBbCfKIMcQ,Stock Rotation Is Back on Bets Fed Will ‘Go Big’ | Bloomberg: The Close 9/13/2024,5458.759,Bloomberg The Close (Full Shows),11211,bloomberg_transcripts_part_1_of_5.csv,0.7036464475095272,0.4874234199523926,2025-06-09 13:44:35.595308
0Tpvo6pPwU4,Is China's Economic Recovery Losing Steam? | Bloomberg: The China Show 6/17/2024,5302.852,Bloomberg The China Show,16697,bloomberg_transcripts_part_1_of_5.csv,0.02444302663207054,0.8813307285308838,2025-06-09 13:44:36.982029
0bDfP8Ne2Jg,Israel Hits Hezbollah; Harris Zeroes In On Running Mate | Bloomberg: The Asia Trade 7/29/24,5220.591,The Asia Trade,16246,bloomberg_transcripts_part_1_of_5.csv,-0.02791672945022583,0.7639894485473633,2025-06-09 13:44:38.637595
0gtRJzc8YoI,Sell the Rate Hike? | Bloomberg Surveillance 04/21/23,8640.894,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",19908,bloomberg_transcripts_part_1_of_5.csv,0.3398219123482704,0.47190141677856445,2025-06-09 13:44:39.612952
0jbpzdbQE4M,Bloomberg Open Interest 07/10/2024,4868.66,Bloomberg Open Interest,15771,bloomberg_transcripts_part_1_of_5.csv,-0.31189724802970886,0.7104027271270752,2025-06-09 13:44:40.826007
0jc2WnS9WWc,Apple Unveils iPhone 16; Asian Stocks Fluctuate Ahead of US CPI | Bloomberg: The Asia Trade 9/10/24,5433.5869999999995,The Asia Trade,13072,bloomberg_transcripts_part_1_of_5.csv,0.04089447110891342,0.8612194061279297,2025-06-09 13:44:42.190797
0lUCYMgxyuA,Burberry Suspends Dividend Payments After Poor Q1 | The Opening Trade (07/15/2024),5706.581,The Opening Trade,13064,bloomberg_transcripts_part_1_of_5.csv,0.6104225367307663,0.8541851043701172,2025-06-09 13:44:43.550398
0nhLFSgYniA,Testing New Lows? | Bloomberg Surveillance 05/09/23,8748.011,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",17861,bloomberg_transcripts_part_1_of_5.csv,0.14406779780983925,0.3300797939300537,2025-06-09 13:45:44.719966
0pT7podVXq8,US Stocks Pull Back After Rally | Bloomberg Markets: The Close 03/25/2024,5169.297,Bloomberg The Close (Full Shows),18072,bloomberg_transcripts_part_1_of_5.csv,0.05238296091556549,0.3311574459075928,2025-06-09 13:45:45.552881
0qe8n4s0ics,"Retailers Prepare for Black Friday, France's Budget Standoff |The Opening Trade 11/29",5700.6539999999995,The Opening Trade,12240,bloomberg_transcripts_part_1_of_5.csv,0.6550031080842018,0.33717918395996094,2025-06-09 13:45:46.39243
0qjCRmwBJsk,Diageo Hit By Latin America Slump as Drinkers Spend Less | The Opening Trade 07/30,5634.428,The Opening Trade,14625,bloomberg_transcripts_part_1_of_5.csv,0.4533368796110153,0.3255879878997803,2025-06-09 13:45:47.22056
0x7y8ze_XM8,CPI Data Meets The Bank Crisis | Bloomberg Surveillance | 03/14/2023,8624.619,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",28609,bloomberg_transcripts_part_1_of_5.csv,0.524450208991766,0.33849525451660156,2025-06-09 13:45:48.06251
0xu-E9R2fJ4,"The Jobs Report | Bloomberg Surveillance | June 7, 2024",19480.351,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,29155,bloomberg_transcripts_part_1_of_5.csv,0.8251510187983513,0.3267340660095215,2025-06-09 13:45:49.069882
1-IQGZE_j5I,German Election Countdown: Pollsters Struggle to Predict Outcome | The Opening Trade 02/21,11269.082,The Opening Trade,18897,bloomberg_transcripts_part_1_of_5.csv,0.5513406246900558,0.3149268627166748,2025-06-09 13:45:49.886723
16fezmhDuyk,China to Begin Selling Ultra-Long Debt This Week | Bloomberg: The China Show 5/13/2024,5208.006,Bloomberg The China Show,16957,bloomberg_transcripts_part_1_of_5.csv,0.3584081679582596,0.3302578926086426,2025-06-09 13:45:50.719674
18_IK3qh0yg,Stocks Show Signs of Exhaustion After Rally | Bloomberg: The Close 6/20/2024,5422.594,Bloomberg The Close (Full Shows),12863,bloomberg_transcripts_part_1_of_5.csv,0.3995175287127495,0.3278024196624756,2025-06-09 13:45:51.550377
18yXOwYdBYI,Bloomberg Surveillance 02/12/2025,8579.765,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",20501,bloomberg_transcripts_part_1_of_5.csv,0.7176810875535011,0.8502845764160156,2025-06-09 13:45:52.90607
1E5E14T99hk,"Bugatti Unveils New $4 Million 'Tourbillon', French Economy Weakens Again | Markets Today 06/21",5499.831,The Opening Trade,10371,bloomberg_transcripts_part_1_of_5.csv,0.5447197258472443,0.8828670978546143,2025-06-09 13:45:56.324512
1FyZ8T59ySs,A Time for Caution | Bloomberg Surveillance 05/24/23,8602.066,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",17628,bloomberg_transcripts_part_1_of_5.csv,0.6906466707587242,0.8724513053894043,2025-06-09 13:45:57.701439
1GeZxGNjzCw,Huge Day of Earnings | Bloomberg: The Close 07/30/2024,5475.541,Bloomberg The Close (Full Shows),13385,bloomberg_transcripts_part_1_of_5.csv,0.05696472153067589,0.4933359622955322,2025-06-09 13:45:58.698263
1I2Mm-AapEk,"Politics, Tech and NYC Congestion Pricing | Bloomberg Surveillance | January 6, 2025",18197.301,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,27589,bloomberg_transcripts_part_1_of_5.csv,0.8175969496369362,0.8775670528411865,2025-06-09 13:46:00.080577
1JIWbbKt1JY,Trump Tariff Threats; Israel-Hamas Exchange Delayed | Horizons Middle East & Africa 01/31/2025,5176.771,"Horizons Middle East, Africa",15409,bloomberg_transcripts_part_1_of_5.csv,-0.4831097424030304,0.8702232837677002,2025-06-09 13:46:01.453736
1OREGDMPQTQ,"Bitcoin Tops $81,000, Kremlin Denies Putin-Trump Phone Call | The Opening Trade 11/11",5476.556,The Opening Trade,13407,bloomberg_transcripts_part_1_of_5.csv,0.6768829226493835,0.4916353225708008,2025-06-09 13:46:02.657668
1Q9ogi4cj2c,"Rio Tinto, Glencore Said to Discuss Mega Mining Deal | Bloomberg: The Asia Trade 1/17/25",5236.226,The Asia Trade,15485,bloomberg_transcripts_part_1_of_5.csv,0.09170052409172058,0.7565920352935791,2025-06-09 13:46:03.917705
1R9kDknakfA,Bloomberg Surveillance 04/11/2024,8163.976,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",18552,bloomberg_transcripts_part_1_of_5.csv,0.6695805490016937,0.7860302925109863,2025-06-09 13:46:05.208008
1WGWYOzh4U0,"Fed Blackout Begins | Bloomberg Surveillance | June 3, 2024",19146.64,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,28302,bloomberg_transcripts_part_1_of_5.csv,0.8539266139268875,0.4861292839050293,2025-06-09 13:46:06.197062
1YDt2JpI9-Y,Fed Preview | Bloomberg Surveillance 11/01/2022,7714.26,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",25914,bloomberg_transcripts_part_1_of_5.csv,0.7691411934792995,0.875709056854248,2025-06-09 13:46:07.577646
1YzP1J_wdGQ,Bloomberg Surveillance 01/29/2024,8737.678,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",21271,bloomberg_transcripts_part_1_of_5.csv,0.6234405934810638,0.61713409423828125,2025-06-09 13:46:09.104905
1Zz6uGYQ40k,Bloomberg Open Interest 11/12/2024,4880.092,Bloomberg Open Interest,15843,bloomberg_transcripts_part_1_of_5.csv,-0.261362224817276,0.49694156646728516,2025-06-09 13:46:10.105327
1aXFW89kGDw,Banking Breakdown | Bloomberg Surveillance 03/17/2023,8679.838,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",20035,bloomberg_transcripts_part_1_of_5.csv,0.7525458708405495,0.8595409393310547,2025-06-09 13:46:11.471383
1bcsF32J7Mk,Trump Tariff Selloff | Bloomberg: The Close 04/03/2025,6200.416,Bloomberg The Close (Full Shows),14691,bloomberg_transcripts_part_1_of_5.csv,0.022234059870243073,0.897545337677002,2025-06-09 13:46:12.873375
1cXeH60rDdk,Bloomberg Open Interest 11/01/2024,5044.49,Bloomberg Open Interest,17046,bloomberg_transcripts_part_1_of_5.csv,-0.2627515643835068,0.8640789985656738,2025-06-09 13:46:14.24176
1hAjo_ChVTw,"Next Fed Move Today, Hezbollah Blames Israel for Lebanon Pager Blasts | The Opening Trade 09/18",5639.933,The Opening Trade,9366,bloomberg_transcripts_part_1_of_5.csv,0.7326384223997593,0.887617826461792,2025-06-09 13:46:16.029388
1jFPE2HvCG0,"China Targets 5% GDP Growth in 2025, Trump Addresses Congress | Bloomberg: The Asia Trade 3/5/25",5327.263,The Asia Trade,15556,bloomberg_transcripts_part_1_of_5.csv,0.05914527177810669,0.49283599853515625,2025-06-09 13:46:17.02599
1k0xQ1JyPak,"Trump Sets 25% Auto Tariffs, Teases China Reprieve | Bloomberg: The China Show 3/27/2025",5138.898,Bloomberg The China Show,15657,bloomberg_transcripts_part_1_of_5.csv,0.04949912428855896,0.8555705547332764,2025-06-09 13:46:18.386577
1niWXSlcqxo,PDD's Warning Drags China Tech Stocks Down | Bloomberg: The China Show 8/27/2024,5174.338,Bloomberg The China Show,15715,bloomberg_transcripts_part_1_of_5.csv,0.07982761412858963,0.8556647300720215,2025-06-09 13:46:19.747266
1rN-kKSSZbE,"Bank Earnings Begin | Bloomberg Surveillance | October 11, 2024",18405.236,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,26412,bloomberg_transcripts_part_1_of_5.csv,0.793830931186676,0.8473117351531982,2025-06-09 13:46:21.099571
1s9mOSE5ftk,Bloomberg Surveillance 09/04/2024,8718.642,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",21636,bloomberg_transcripts_part_1_of_5.csv,0.05380669701844454,0.46566057205200195,2025-06-09 13:46:23.64265
1tfYA8sMeYk,S&P 500 Posts Three-Day Win Streak | Bloomberg Markets: The Close 6/04/2024,5426.609,Bloomberg The Close (Full Shows),12969,bloomberg_transcripts_part_1_of_5.csv,0.005669770762324333,0.47907590866088867,2025-06-09 13:46:24.624924
1uhpKTXSjQA,"Israel, Hezbollah Agree to 60-Day Cease-Fire | Horizons Middle East & Africa 11/27/2024",5127.433,"Horizons Middle East, Africa",15541,bloomberg_transcripts_part_1_of_5.csv,0.00944121927022934,0.8647196292877197,2025-06-09 13:46:25.993091
2-mfqVZek0A,Bloomberg Surveillance 02/23/2024,8401.412,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",28753,bloomberg_transcripts_part_1_of_5.csv,0.651370070874691,0.849778413772583,2025-06-09 13:46:27.347215
27K8sRWTYgM,China Stocks Dip As Traders Await BOJ Decision | Bloomberg: The China Show 6/14/2024,5085.263,Bloomberg The China Show,15597,bloomberg_transcripts_part_1_of_5.csv,0.5061853975057602,0.8536016941070557,2025-06-09 13:46:28.706164
2A9hdmGxSOI,Jobs Data | Bloomberg Surveillance 08/30/2023,8774.787,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",20341,bloomberg_transcripts_part_1_of_5.csv,0.7704044133424759,0.801774263381958,2025-06-09 13:46:30.402761
2CMpLn4LNLg,Stocks Keep Winning | Bloomberg Surveillance 10/12/2023,8777.69,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",21710,bloomberg_transcripts_part_1_of_5.csv,0.6933401674032211,0.4718515872955322,2025-06-09 13:46:31.378167
2DpanVK3q2o,What Happened To China's Stock Rally? | Bloomberg: The China Show 3/22/2024,5069.918,Bloomberg The China Show,16866,bloomberg_transcripts_part_1_of_5.csv,-0.8813457973301411,0.5767683982849121,2025-06-09 13:46:32.458132
2GU6mt5TUZI,"France in Flux and Bitcoin $100K | Bloomberg Surveillance | December 5, 2024",18648.024,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,26521,bloomberg_transcripts_part_1_of_5.csv,0.6942301839590073,0.8556084632873535,2025-06-09 13:46:33.817743
2GhO3SIPDVM,Presidential Debate Tonight | Bloomberg: The Close 9/10/2024,4950.631,Bloomberg The Close (Full Shows),12659,bloomberg_transcripts_part_1_of_5.csv,0.05712084658443928,0.8546819686889648,2025-06-09 13:46:35.176414
2J8RzZmX8dA,"OPEC+ Extends Oil Output Cuts, Indian Shares Rally | Markets Today 06/03/2024",5707.646,The Opening Trade,12352,bloomberg_transcripts_part_1_of_5.csv,0.37184569239616394,0.8892366886138916,2025-06-09 13:46:36.959447
2Lgmpo_21Bk,Bloomberg Surveillance 09/05/2024,8712.711,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",21084,bloomberg_transcripts_part_1_of_5.csv,0.459949754178524,0.766019344329834,2025-06-09 13:46:38.230749
2MJLaBpgGQ4,Bloomberg Open Interest 10/29/2024,4915.313,Bloomberg Open Interest,16318,bloomberg_transcripts_part_1_of_5.csv,0.7108241766691208,0.6280477046966553,2025-06-09 13:46:39.361653
2NGIHdUztwA,China Protests | Bloomberg Surveillance 11/28/2022,7486.87,"Bloomberg Surveillance with Tom, Jon and Lisa (Full Shows)",26714,bloomberg_transcripts_part_1_of_5.csv,0.6231684982776642,0.8092973232269287,2025-06-09 13:46:40.674757
2NHKVQIuX1w,Trump Tariffs: ‘Big Progress’ on Japan Trade Talks | The Opening Trade 04/17,5623.857,The Opening Trade,10090,bloomberg_transcripts_part_1_of_5.csv,0.7716462761163712,0.641643762588501,2025-06-09 13:46:41.819576
2Q7TYP6NpxE,HK Stocks Slump on China Data; Investors Split on Fed Cut | Bloomberg: The China Show 9/16/24,5092.302,Bloomberg The China Show,16487,bloomberg_transcripts_part_1_of_5.csv,0.3872946500778198,0.657459020614624,2025-06-09 13:46:43.197221
2SzcLMRU0lI,Bloomberg Open Interest 10/28/2024,4897.793,Bloomberg Open Interest,15680,bloomberg_transcripts_part_1_of_5.csv,0.31649039685726166,0.8778934478759766,2025-06-09 13:46:44.580809
2TXnB4AWPPY,"HK Stocks Streak Set to End, Segantii Said to Shut Down | Bloomberg: The China Show 24/5/2024",5096.491,Bloomberg The China Show,16913,bloomberg_transcripts_part_1_of_5.csv,0.041899070143699646,0.5441606044769287,2025-06-09 13:46:45.629234
2WohB0wFBWM,Nvidia Becomes World's Largest Company | Bloomberg: The Close 6/18/2024,5365.513,Bloomberg The Close (Full Shows),13868,bloomberg_transcripts_part_1_of_5.csv,0.72271763533353806,0.4944114685058594,2025-06-09 13:46:46.627027
2YhLw8wWWeU,China Evaluating US Talks; Australia & Singapore Vote | Bloomberg: The Asia Trade 5/2/25,5300.298,The Asia Trade,15655,bloomberg_transcripts_part_1_of_5.csv,0.0805346667766571,0.8580465316772461,2025-06-09 13:46:47.989692
2a2xpV7SivI,"Tencent's Stock Buyback, Apple's Big Push in China | Bloomberg: The China Show 3/21/2024",5117.979,Bloomberg The China Show,17247,bloomberg_transcripts_part_1_of_5.csv,0.4963648021221161,0.6738345623016357,2025-06-09 13:47:51.22644
2eUrTN32qTI,Bloomberg Surveillance 10/24/2024,8585.661,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",21700,bloomberg_transcripts_part_1_of_5.csv,-0.03745797276496887,0.4669833183288574,2025-06-09 13:47:52.196905
2hwG5RnI6ps,Bloomberg Surveillance 04/28/2025,8552.627,"Bloomberg Surveillance with Jon, Lisa and Annmarie (Full shows)",22002,bloomberg_transcripts_part_1_of_5.csv,0.7705762013792992,0.47251057624816895,2025-06-09 13:47:53.17353
2jRK273kjhw,"Jobs Day | Bloomberg Surveillance | May 3, 2024",19758.42,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,28076,bloomberg_transcripts_part_1_of_5.csv,0.34435681998729706,0.8561885356903076,2025-06-09 13:47:54.533693
2kPws4fhZOY,Trump's Threats; Nvidia's Stock Slide | Horizons Middle East & Africa 01/08/2025,5094.232,"Horizons Middle East, Africa",15256,bloomberg_transcripts_part_1_of_5.csv,-0.4940080940723419,0.842980146408081,2025-06-09 13:47:55.880549
2l9mXGmn140,"Nvidia Aftermath | Bloomberg Surveillance | August 29, 2024",18829.889,Bloomberg Surveillance Radio with Tom Keene and Paul Sweeney,26446,bloomberg_transcripts_part_1_of_5.csv,0.16707302071154118,0.9123618602752686,2025-06-09 13:47:57.691553
